array_element_name	array_element_type	organism	is_control	locus	description	chromosome	start	stop
259780_at	oligonucleotide	Arabidopsis thaliana	no	AT1G29630	5'-3' exonuclease family protein	1	10350442,10350478,10350579,10350716,10350861	10351070,10351245,10351420,10351506,10351507
259781_at	oligonucleotide	Arabidopsis thaliana	no	AT1G29650	transposable element gene	1	10362360	10363174
259782_at	oligonucleotide	Arabidopsis thaliana	no	AT1G29680	Protein of unknown function (DUF1264)	1	10377905,10378156,10378392	10378589,10378673,10378816
259783_at	oligonucleotide	Arabidopsis thaliana	no	AT1G29510	SAUR-like auxin-responsive protein family 	1	10322693	10323093
259784_at	oligonucleotide	Arabidopsis thaliana	no	AT1G29450	SAUR-like auxin-responsive protein family 	1	10305999	10306332
259785_at	oligonucleotide	Arabidopsis thaliana	no	AT1G29490	SAUR-like auxin-responsive protein family 	1	10319877	10320124
259786_at	oligonucleotide	Arabidopsis thaliana	no	AT1G29660	GDSL-like Lipase/Acylhydrolase superfamily protein	1	10372744,10372840,10373029	10373284,10373401,10373597
259787_at	oligonucleotide	Arabidopsis thaliana	no	AT1G29460	SAUR-like auxin-responsive protein family 	1	10307618	10307981
259788_at	oligonucleotide	Arabidopsis thaliana	no	AT1G29670	GDSL-like Lipase/Acylhydrolase superfamily protein	1	10376604,10376674,10377146	10377398,10377494,10377699
259789_at	oligonucleotide	Arabidopsis thaliana	no	AT1G29395	COLD REGULATED 314 INNER MEMBRANE 1	1	10288439,10288510,10288604,10288673,10288742,10288806	10288935,10289030,10289176,10289313,10289397,10289416
259790_s_at	oligonucleotide	Arabidopsis thaliana	no	AT1G29430;AT5G27780	[AT1G29430, SAUR-like auxin-responsive protein family ];[AT5G27780, SAUR-like auxin-responsive protein family ]	[AT1G29430, 1];[AT5G27780, 5]	[AT1G29430, 10302803];[AT5G27780, 9838887]	[AT1G29430, 10303145];[AT5G27780, 9839232]
259791_at	oligonucleotide	Arabidopsis thaliana	no	AT1G29700	Metallo-hydrolase/oxidoreductase superfamily protein	1	10385199,10385288,10385380,10385470,10385570	10385761,10385875,10385993,10386105,10386205
259792_at	oligonucleotide	Arabidopsis thaliana	no	AT1G29690	MAC/Perforin domain-containing protein	1	10379484	10379879
259793_at	oligonucleotide	Arabidopsis thaliana	no	AT1G64380	Integrase-type DNA-binding superfamily protein	1	23891004	23891447
259794_at	oligonucleotide	Arabidopsis thaliana	no	AT1G64330	myosin heavy chain-related	1	23873403	23873940
259795_at	oligonucleotide	Arabidopsis thaliana	no	AT1G64290	F-box protein-related	1	23857395	23857991
259796_at	oligonucleotide	Arabidopsis thaliana	no	AT1G64270	transposable element gene	1	23852182	23852667
259797_at	oligonucleotide	Arabidopsis thaliana	no	AT1G64410	transposable element gene	1	23927750	23927785
259798_at	oligonucleotide	Arabidopsis thaliana	no	AT1G64310	Tetratricopeptide repeat (TPR)-like superfamily protein	1	23867119	23867619
259799_at	oligonucleotide	Arabidopsis thaliana	no	AT1G72290	Kunitz family trypsin and protease inhibitor protein	1	27215956	27216493
259800_at	oligonucleotide	Arabidopsis thaliana	no	AT1G72175	RING/U-box protein with domain of unknown function (DUF 1232)	1	27157984,27158068,27158538,27158737,27158898	27158999,27159114,27159165,27159247,27159274
259801_at	oligonucleotide	Arabidopsis thaliana	no	AT1G72230	Cupredoxin superfamily protein	1	27188307,27188443	27188705,27189088
259802_at	oligonucleotide	Arabidopsis thaliana	no	AT1G72260	thionin 2.1	1	27198822,27198909,27198986	27199063,27199139,27199320
259803_at	oligonucleotide	Arabidopsis thaliana	no	AT1G72150	PATELLIN 1	1	27149704,27149775,27149965,27150092	27150181,27150313,27150410,27150614
259804_at	oligonucleotide	Arabidopsis thaliana	no	AT1G72160	Sec14p-like phosphatidylinositol transfer family protein	1	27153835,27154071,27154194	27154344,27154427,27154541
259805_at	oligonucleotide	Arabidopsis thaliana	no	AT1G47890	receptor like protein 7	1	17646458	17646935
259806_at	oligonucleotide	Arabidopsis thaliana	no	AT1G47900	Plant protein of unknown function (DUF869)	1	17647354,17647735,17648017	17648077,17648158,17648201
259807_at	oligonucleotide	Arabidopsis thaliana	no	AT1G47920	RNI-like superfamily protein	1	17661637,17661763,17661852	17661992,17662065,17662393
259808_at	oligonucleotide	Arabidopsis thaliana	no	AT1G49790	F-box associated ubiquitination effector family protein	1	18436173	18436710
259809_at	oligonucleotide	Arabidopsis thaliana	no	AT1G49800	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: sepal, male gametophyte, stamen; EXPRESSED DURING: 4 anthesis; Has 12 Blast hits to 12 proteins in 5 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 12; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	1	18438552	18438855
259810_at	oligonucleotide	Arabidopsis thaliana	no	AT1G49810	Na+/H+ antiporter 2	1	18440033,18440087,18440169	18440463,18440665,18440879
259811_at	oligonucleotide	Arabidopsis thaliana	no	AT1G49830	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	1	18445190,18445323,18445533,18445634,18445934	18445999,18446098,18446199,18446390,18446622
259812_at	oligonucleotide	Arabidopsis thaliana	no	AT1G49840	Protein of unknown function (DUF620)	1	18453620	18454144
259813_at	oligonucleotide	Arabidopsis thaliana	no	AT1G49860	glutathione S-transferase (class phi) 14	1	18458996,18459014	18459171,18459693
259814_at	oligonucleotide	Arabidopsis thaliana	no	AT1G49900	C2H2 type zinc finger transcription factor family	1	18474230	18474651
259815_at	oligonucleotide	Arabidopsis thaliana	no	AT1G49870	unknown protein; LOCATED IN: chloroplast; EXPRESSED IN: 10 plant structures; EXPRESSED DURING: F mature embryo stage, petal differentiation and expansion stage, E expanded cotyledon stage, D bilateral stage; Has 6518 Blast hits to 5022 proteins in 522 species: Archae - 49; Bacteria - 635; Metazoa - 3264; Fungi - 379; Plants - 242; Viruses - 9; Other Eukaryotes - 1940 (source: NCBI BLink).	1	18463018,18463425	18463510,18463531
259816_at	oligonucleotide	Arabidopsis thaliana	no	AT1G49850	RING/U-box superfamily protein	1	18455336,18455671,18455949	18456142,18456232,18456247
259817_at	oligonucleotide	Arabidopsis thaliana	no	AT1G49880	Erv1/Alr family protein	1	18464084,18464281,18464808,18464885,18465231,18465278	18465482,18465546,18465636,18465713,18465809,18465842
259818_at	oligonucleotide	Arabidopsis thaliana	no	AT1G49890	Family of unknown function (DUF566) 	1	18471666,18471745,18472087,18472206,18472715,18472831	18472928,18473017,18473167,18473274,18473383,18473461
259819_at	oligonucleotide	Arabidopsis thaliana	no	AT1G49820	S-methyl-5-thioribose kinase	1	18444163,18444334,18444437	18444651,18444739,18444835
259820_at	oligonucleotide	Arabidopsis thaliana	no	AT1G66210	Subtilisin-like serine endopeptidase family protein	1	24665887,24666300	24666386,24666397
259821_at	oligonucleotide	Arabidopsis thaliana	no	AT1G66220	Subtilase family protein	1	24673150	24673602
259822_at	oligonucleotide	Arabidopsis thaliana	no	AT1G66230	myb domain protein 20	1	24677667	24678241
259823_at	oligonucleotide	Arabidopsis thaliana	no	AT1G66250	O-Glycosyl hydrolases family 17 protein	1	24694384	24694912
259824_at	oligonucleotide	Arabidopsis thaliana	no	AT1G66240	homolog of anti-oxidant 1	1	24686505,24686590,24686778	24686853,24687229,24687320
259825_at	oligonucleotide	Arabidopsis thaliana	no	AT1G66260	RNA-binding (RRM/RBD/RNP motifs) family protein	1	24695897,24696081,24696178,24696246,24696330	24696520,24696608,24696676,24696767,24696822
259826_at	oligonucleotide	Arabidopsis thaliana	no	AT1G29340	plant U-box 17	1	10266014	10266601
259827_at	oligonucleotide	Arabidopsis thaliana	no	AT1G72270	CONTAINS InterPro DOMAIN/s: Ribosome 60S biogenesis N-terminal (InterPro:IPR021714); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G27010.1); Has 772 Blast hits to 657 proteins in 120 species: Archae - 0; Bacteria - 0; Metazoa - 344; Fungi - 94; Plants - 322; Viruses - 0; Other Eukaryotes - 12 (source: NCBI BLink).	1	27199736,27199905,27199982,27200166	27200262,27200349,27200507,27200612
259828_at	oligonucleotide	Arabidopsis thaliana	no	AT1G72220	RING/U-box superfamily protein	1	27184388	27184977
259829_at	oligonucleotide	Arabidopsis thaliana	no	AT1G72131	pseudogene of proton-dependent oligopeptide transporter	1	27139678,27139678,27139761	27140269,27140354,27140430
259830_at	oligonucleotide	Arabidopsis thaliana	no	AT1G80630	RNI-like superfamily protein	1	30308918	30309443
259831_at	oligonucleotide	Arabidopsis thaliana	no	AT1G69600	zinc finger homeodomain  1	1	26182713	26183174
259832_at	oligonucleotide	Arabidopsis thaliana	no	AT1G69580	Homeodomain-like superfamily protein	1	26172927,26172986	26173073,26173601
259833_at	oligonucleotide	Arabidopsis thaliana	no	AT1G69560	myb domain protein 105	1	26158261,26158623	26158707,26158817
259834_at	oligonucleotide	Arabidopsis thaliana	no	AT1G69570	Dof-type zinc finger DNA-binding family protein	1	26161803	26162350
259835_at	oligonucleotide	Arabidopsis thaliana	no	AT1G52160	tRNAse Z3	1	19420997,19421237	19421308,19421556
259836_at	oligonucleotide	Arabidopsis thaliana	no	AT1G52240	RHO guanyl-nucleotide exchange factor 11	1	19455777,19456155	19456248,19456398
259837_at	oligonucleotide	Arabidopsis thaliana	no	AT1G52180	Aquaporin-like superfamily protein	1	19424958,19425210	19425821,19425903
259838_at	oligonucleotide	Arabidopsis thaliana	no	AT1G52220	FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast thylakoid membrane, chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: photosystem I P subunit (TAIR:AT2G46820.2); Has 291 Blast hits to 291 proteins in 50 species: Archae - 0; Bacteria - 90; Metazoa - 0; Fungi - 0; Plants - 200; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink).	1	19453907,19453907,19453944,19453944,19454032	19454094,19454187,19454273,19454378,19454598
259839_at	oligonucleotide	Arabidopsis thaliana	no	AT1G52190	Major facilitator superfamily protein	1	19438130	19438556
259840_at	oligonucleotide	Arabidopsis thaliana	no	AT1G52230	photosystem I subunit H2	1	19454933,19455032,19455126	19455252,19455329,19455493
259841_at	oligonucleotide	Arabidopsis thaliana	no	AT1G52200	PLAC8 family protein	1	19442291,19442359,19442726,19442938	19443029,19443100,19443209,19443327
259842_at	oligonucleotide	Arabidopsis thaliana	no	AT1G73602;AT1G73600	[AT1G73602, conserved peptide upstream open reading frame 32];[AT1G73600, S-adenosyl-L-methionine-dependent methyltransferases superfamily protein]	[AT1G73602, 1];[AT1G73600, 1]	[AT1G73602, 27672559,27672766,27672845,27673006];[AT1G73600, 27672559,27672766,27672845,27673006]	[AT1G73602, 27673087,27673140,27673227,27673391];[AT1G73600, 27673087,27673140,27673227,27673391]
259843_at	oligonucleotide	Arabidopsis thaliana	no	AT1G73570	HCP-like superfamily protein	1	27653130,27653222,27653390,27653632	27653724,27653799,27653875,27653913
259844_at	oligonucleotide	Arabidopsis thaliana	no	AT1G73560	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein	1	27649787,27649844,27649975	27650010,27650126,27650375
259845_at	oligonucleotide	Arabidopsis thaliana	no	AT1G73590	Auxin efflux carrier family protein	1	27661342,27661404,27661593,27661678,27662329	27662486,27662583,27662659,27662810,27662873
259846_at	oligonucleotide	Arabidopsis thaliana	no	AT1G72140	Major facilitator superfamily protein	1	27143752	27144335
259847_at	oligonucleotide	Arabidopsis thaliana	no	AT1G72170	Domain of unknown function (DUF543)	1	27156419,27156535,27156755	27156915,27157502,27157514
259848_at	oligonucleotide	Arabidopsis thaliana	no	AT1G72180	Leucine-rich receptor-like protein kinase family protein	1	27166585,27166748	27166843,27167160
259849_at	oligonucleotide	Arabidopsis thaliana	no	AT1G72190	D-isomer specific 2-hydroxyacid dehydrogenase family protein	1	27167510,27167526,27167619,27167831,27167958,27167999	27168133,27168230,27168311,27168428,27168524,27168547
259850_at	oligonucleotide	Arabidopsis thaliana	no	AT1G72240	unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G22470.1); Has 65 Blast hits to 63 proteins in 13 species: Archae - 0; Bacteria - 0; Metazoa - 1; Fungi - 0; Plants - 64; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	1	27190261	27190572
259851_at	oligonucleotide	Arabidopsis thaliana	no	AT1G72250	Di-glucose binding protein with Kinesin motor domain	1	27197641	27198073
259852_at	oligonucleotide	Arabidopsis thaliana	no	AT1G72280	endoplasmic reticulum oxidoreductins 1	1	27212041,27212224,27212302,27212425	27212524,27212726,27212828,27212909
259853_at	oligonucleotide	Arabidopsis thaliana	no	AT1G72300	Leucine-rich receptor-like protein kinase family protein	1	27217789	27218203
259854_at	oligonucleotide	Arabidopsis thaliana	no	AT1G72200	RING/U-box superfamily protein	1	27169942	27170482
259855_at	oligonucleotide	Arabidopsis thaliana	no	AT1G68420	Class II aaRS and biotin synthetases superfamily protein	1	25653962	25654156
259856_at	oligonucleotide	Arabidopsis thaliana	no	AT1G68440	unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G25400.2); Has 86 Blast hits to 86 proteins in 29 species: Archae - 0; Bacteria - 6; Metazoa - 27; Fungi - 11; Plants - 24; Viruses - 0; Other Eukaryotes - 18 (source: NCBI BLink).	1	25658499	25659028
259857_at	oligonucleotide	Arabidopsis thaliana	no	AT1G68430	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G66890.1); Has 35 Blast hits to 35 proteins in 6 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 35; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	1	25654996	25655411
259858_at	oligonucleotide	Arabidopsis thaliana	no	AT1G68400	leucine-rich repeat transmembrane protein kinase family protein	1	25646406	25646991
259859_at	oligonucleotide	Arabidopsis thaliana	no	AT1G68410	Protein phosphatase 2C family protein	1	25650326,25650487,25650561	25650796,25650885,25650974
259860_at	oligonucleotide	Arabidopsis thaliana	no	AT1G80640	Protein kinase superfamily protein	1	30313353,30313441,30313546,30313627,30313718	30313833,30313913,30314002,30314113,30314189
259861_at	oligonucleotide	Arabidopsis thaliana	no	AT1G80620	S15/NS1, RNA-binding protein	1	30306100,30306256,30306457,30306539,30306629	30306740,30306901,30306953,30307039,30307154
259862_at	oligonucleotide	Arabidopsis thaliana	no	AT1G72650	TRF-like 6	1	27352593,27352686,27352861,27353145	27353222,27353278,27353397,27353436
259863_at	oligonucleotide	Arabidopsis thaliana	no	AT1G72630	ELF4-like 2	1	27345006	27345323
259864_at	oligonucleotide	Arabidopsis thaliana	no	AT1G72800	RNA-binding (RRM/RBD/RNP motifs) family protein	1	27397821	27398268
259865_at	oligonucleotide	Arabidopsis thaliana	no	AT1G72710	casein kinase 1-like protein 2	1	27375120,27375146,27375255,27375337,27375411	27375474,27375585,27375721,27375903,27376114
259866_at	oligonucleotide	Arabidopsis thaliana	no	AT1G76640	Calcium-binding EF-hand family protein	1	28765333	28765799
259867_at	oligonucleotide	Arabidopsis thaliana	no	AT1G76740	unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G76840.1); Has 3683 Blast hits to 2942 proteins in 407 species: Archae - 9; Bacteria - 440; Metazoa - 1472; Fungi - 269; Plants - 192; Viruses - 8; Other Eukaryotes - 1293 (source: NCBI BLink).	1	28809598,28809658,28809761,28809940	28810044,28810103,28810194,28810466
259868_at	oligonucleotide	Arabidopsis thaliana	no	AT1G76760	thioredoxin Y1	1	28811902,28811938,28812030,28812207	28812399,28812487,28812763,28812921
259869_at	oligonucleotide	Arabidopsis thaliana	no	AT1G76770	HSP20-like chaperones superfamily protein	1	28813928	28814367
259870_at	oligonucleotide	Arabidopsis thaliana	no	AT1G76780	HSP20-like chaperones superfamily protein	1	28821711	28822237
259871_at	oligonucleotide	Arabidopsis thaliana	no	AT1G76800	Vacuolar iron transporter (VIT) family protein	1	28829405	28829908
259872_at	oligonucleotide	Arabidopsis thaliana	no	AT1G76810	eukaryotic translation initiation factor 2 (eIF-2) family protein	1	28831415,28831431,28831522,28831638	28831762,28831881,28831981,28832185
259873_s_at	oligonucleotide	Arabidopsis thaliana	no	AT1G76720;AT1G76820	[AT1G76720, eukaryotic translation initiation factor 2 (eIF-2) family protein];[AT1G76820, eukaryotic translation initiation factor 2 (eIF-2) family protein]	[AT1G76720, 1];[AT1G76820, 1]	[AT1G76720, 28794164,28794275,28794382,28794501];[AT1G76820, 28841378,28841749,28841841]	[AT1G76720, 28794593,28794906,28794933,28794964];[AT1G76820, 28841960,28842069,28842181]
259874_at	oligonucleotide	Arabidopsis thaliana	no	AT1G76660	FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: hydroxyproline-rich glycoprotein family protein (TAIR:AT5G52430.1); Has 353 Blast hits to 231 proteins in 60 species: Archae - 0; Bacteria - 6; Metazoa - 57; Fungi - 22; Plants - 125; Viruses - 4; Other Eukaryotes - 139 (source: NCBI BLink).	1	28769267,28769326	28769421,28769849
259875_s_at	oligonucleotide	Arabidopsis thaliana	no	AT1G76680;AT1G76690	[AT1G76680, 12-oxophytodienoate reductase 1];[AT1G76690, 12-oxophytodienoate reductase 2]	[AT1G76680, 1];[AT1G76690, 1]	[AT1G76680, 28777683];[AT1G76690, 28779767]	[AT1G76680, 28778150];[AT1G76690, 28780234]
259876_at	oligonucleotide	Arabidopsis thaliana	no	AT1G76700	DNAJ heat shock N-terminal domain-containing protein	1	28780627,28780738,28780954,28781094,28781198	28781278,28781371,28781549,28781667,28781744
259877_at	oligonucleotide	Arabidopsis thaliana	no	AT1G76710	SET domain group 26	1	28789966,28790162	28790244,28790480
259878_at	oligonucleotide	Arabidopsis thaliana	no	AT1G76790	O-methyltransferase family protein	1	28822377,28822660	28822746,28822997
259879_at	oligonucleotide	Arabidopsis thaliana	no	AT1G76650	calmodulin-like 38	1	28766909	28767432
259880_at	oligonucleotide	Arabidopsis thaliana	no	AT1G76730	NagB/RpiA/CoA transferase-like superfamily protein	1	28803044,28803184,28803336,28803461	28803544,28803619,28803708,28803921
259881_at	oligonucleotide	Arabidopsis thaliana	no	AT1G76820	eukaryotic translation initiation factor 2 (eIF-2) family protein	1	28838015	28838456
259882_at	oligonucleotide	Arabidopsis thaliana	no	AT1G76670	Nucleotide-sugar transporter family protein	1	28772897,28773249	28773334,28773445
259883_at	oligonucleotide	Arabidopsis thaliana	no	AT1G76400	Ribophorin I	1	28658779,28658904,28658986,28659210	28659309,28659467,28659555,28659573
259884_at	oligonucleotide	Arabidopsis thaliana	no	AT1G76390	ARM repeat superfamily protein	1	28657946	28658507
259885_at	oligonucleotide	Arabidopsis thaliana	no	AT1G76380	DNA-binding bromodomain-containing protein	1	28651422,28651967	28652056,28652103
259886_at	oligonucleotide	Arabidopsis thaliana	no	AT1G76370	Protein kinase superfamily protein	1	28648688,28648929	28649025,28649326
259887_at	oligonucleotide	Arabidopsis thaliana	no	AT1G76360	Protein kinase superfamily protein	1	28643335,28643654	28643749,28643863
259888_at	oligonucleotide	Arabidopsis thaliana	no	AT1G76350	Plant regulator RWP-RK family protein	1	28642232	28642809
259889_at	oligonucleotide	Arabidopsis thaliana	no	AT1G76405	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast envelope; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G20816.1); Has 38 Blast hits to 38 proteins in 14 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 38; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	1	28661997,28662086,28662787,28662861,28662968	28663110,28663210,28663308,28663590,28663671
259890_at	oligonucleotide	Arabidopsis thaliana	no	AT1G72750	translocase inner membrane subunit 23-2	1	27383591	27384106
259891_at	oligonucleotide	Arabidopsis thaliana	no	AT1G72730	DEA(D/H)-box RNA helicase family protein	1	27378040	27378611
259892_at	oligonucleotide	Arabidopsis thaliana	no	AT1G72610	germin-like protein 1	1	27339348	27339891
259893_at	oligonucleotide	Arabidopsis thaliana	no	AT1G71390	receptor like protein 11	1	26908236	26908741
259894_at	oligonucleotide	Arabidopsis thaliana	no	AT1G71430	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; Has 64 Blast hits to 64 proteins in 28 species: Archae - 0; Bacteria - 0; Metazoa - 14; Fungi - 6; Plants - 42; Viruses - 0; Other Eukaryotes - 2 (source: NCBI BLink).	1	26920604	26921057
259895_at	oligonucleotide	Arabidopsis thaliana	no	AT1G71440	tubulin folding cofactor E / Pfifferling (PFI)	1	26921298,26921369,26921488,26921565,26921665,26921741,26921821,26921912	26922073,26922138,26922223,26922257,26922336,26922443,26922580,26922612
259896_at	oligonucleotide	Arabidopsis thaliana	no	AT1G71500	Rieske (2Fe-2S) domain-containing protein	1	26936437,26936497,26936802	26937062,26937143,26937321
259897_at	oligonucleotide	Arabidopsis thaliana	no	AT1G71380	cellulase 3	1	26900028,26900482	26900557,26900605
259899_at	oligonucleotide	Arabidopsis thaliana	no	AT1G71210	Pentatricopeptide repeat (PPR) superfamily protein	1	26838911	26839423
259900_at	oligonucleotide	Arabidopsis thaliana	no	AT1G71230	COP9-signalosome 5B	1	26853157,26853341,26853413,26853560,26853665	26853750,26853993,26854070,26854163,26854247
259901_at	oligonucleotide	Arabidopsis thaliana	no	AT1G74180	receptor like protein 14	1	27897221	27897715
259902_at	oligonucleotide	Arabidopsis thaliana	no	AT1G74170	receptor like protein 13	1	27891629	27892044
259903_at	oligonucleotide	Arabidopsis thaliana	no	AT1G74160	unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G18620.1); Has 3407 Blast hits to 2217 proteins in 314 species: Archae - 0; Bacteria - 264; Metazoa - 1296; Fungi - 318; Plants - 346; Viruses - 34; Other Eukaryotes - 1149 (source: NCBI BLink).	1	27890568	27891146
259904_at	oligonucleotide	Arabidopsis thaliana	no	AT1G74150	Galactose oxidase/kelch repeat superfamily protein	1	27882790,27882938,27883028	27883295,27883377,27883410
259905_s_at	oligonucleotide	Arabidopsis thaliana	no	AT1G74140;AT1G74130	[AT1G74140, Rhomboid-related intramembrane serine protease family protein];[AT1G74130, Rhomboid-related intramembrane serine protease family protein]	[AT1G74140, 1];[AT1G74130, 1]	[AT1G74140, 27877168,27877265];[AT1G74130, 27873909,27874006]	[AT1G74140, 27877804,27877881];[AT1G74130, 27874539,27874616]
259906_at	oligonucleotide	Arabidopsis thaliana	no	AT1G74120	Mitochondrial transcription termination factor family protein	1	27871924	27872519
259907_at	oligonucleotide	Arabidopsis thaliana	no	AT1G60860	ARF-GAP domain 2	1	22401255,22401358	22401436,22401789
259908_at	oligonucleotide	Arabidopsis thaliana	no	AT1G60850	DNA-directed RNA polymerase family protein	1	22398125,22398175,22398269,22398385,22398471	22398564,22398678,22398773,22398872,22398978
259909_at	oligonucleotide	Arabidopsis thaliana	no	AT1G60870	maternal effect embryo arrest 9	1	22409715,22409914	22409987,22410191
259910_at	oligonucleotide	Arabidopsis thaliana	no	AT1G72700	ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein	1	27370916	27371464
259911_at	oligonucleotide	Arabidopsis thaliana	no	AT1G72680	cinnamyl-alcohol dehydrogenase	1	27359363,27359542,27359632	27359782,27359866,27360114
259912_at	oligonucleotide	Arabidopsis thaliana	no	AT1G72670	IQ-domain 8	1	27356943,27357485	27357577,27357577
259913_at	oligonucleotide	Arabidopsis thaliana	no	AT1G72660	P-loop containing nucleoside triphosphate hydrolases superfamily protein	1	27355634,27355790,27355950,27356063	27356195,27356365,27356448,27356507
259915_at	oligonucleotide	Arabidopsis thaliana	no	AT1G72790	hydroxyproline-rich glycoprotein family protein	1	27396044	27396525
259916_at	oligonucleotide	Arabidopsis thaliana	no	AT1G72600	hydroxyproline-rich glycoprotein family protein	1	27338276	27338667
259917_at	oligonucleotide	Arabidopsis thaliana	no	AT1G72580	unknown protein; Has 3 Blast hits to 3 proteins in 2 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 3; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	1	27334406	27334702
259918_at	oligonucleotide	Arabidopsis thaliana	no	AT1G72570	Integrase-type DNA-binding superfamily protein	1	27332134,27332161,27332341,27332423,27332550,27332558,27332715,27332803	27333034,27333107,27333211,27333261,27333363,27333439,27333520,27333672
259919_at	oligonucleotide	Arabidopsis thaliana	no	AT1G72560	ARM repeat superfamily protein	1	27324803,27324871,27324983,27325115,27325217,27325363	27325485,27325583,27325671,27325736,27325836,27325957
259920_at	oligonucleotide	Arabidopsis thaliana	no	AT1G72550	tRNA synthetase beta subunit family protein	1	27319971,27320015,27320101,27320184,27320279,27320395	27320504,27320611,27320695,27320769,27320855,27320960
259921_at	oligonucleotide	Arabidopsis thaliana	no	AT1G72540	Protein kinase superfamily protein	1	27314987,27315488	27315568,27315592
259922_at	oligonucleotide	Arabidopsis thaliana	no	AT1G72770	homology to ABI1	1	27392056,27392203,27392288	27392393,27392517,27392743
259923_at	oligonucleotide	Arabidopsis thaliana	no	AT1G72760	Protein kinase superfamily protein	1	27385459,27385875	27385959,27386080
259924_at	oligonucleotide	Arabidopsis thaliana	no	AT1G72740	Homeodomain-like/winged-helix DNA-binding family protein	1	27380636,27380901,27381147,27381248	27381706,27381790,27381934,27381981
259925_at	oligonucleotide	Arabidopsis thaliana	no	AT1G75040	pathogenesis-related gene 5	1	28178255	28178729
259926_at	oligonucleotide	Arabidopsis thaliana	no	AT1G75090	DNA glycosylase superfamily protein	1	28187647,28187967,28188047	28188188,28188267,28188403
259927_at	oligonucleotide	Arabidopsis thaliana	no	AT1G75100	J-domain protein required for chloroplast accumulation response 1	1	28191121,28191146,28191247,28191423,28191514,28191591,28191689	28191754,28191851,28191900,28191978,28192092,28192172,28192201
259928_at	oligonucleotide	Arabidopsis thaliana	no	AT1G34380	5'-3' exonuclease family protein	1	12552845,12552938	12553035,12553536
259930_at	oligonucleotide	Arabidopsis thaliana	no	AT1G34355	forkhead-associated (FHA) domain-containing protein 	1	12541056,12541401	12541479,12541721
259931_at	oligonucleotide	Arabidopsis thaliana	no	AT1G34400	unknown protein; Has 5 Blast hits to 5 proteins in 1 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 5; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	1	12566007	12566293
259932_at	oligonucleotide	Arabidopsis thaliana	no	AT1G34370	C2H2 and C2HC zinc fingers superfamily protein	1	12551963	12552476
259933_at	oligonucleotide	Arabidopsis thaliana	no	AT1G34350	unknown protein; Has 192 Blast hits to 192 proteins in 79 species: Archae - 0; Bacteria - 0; Metazoa - 104; Fungi - 0; Plants - 60; Viruses - 0; Other Eukaryotes - 28 (source: NCBI BLink).	1	12534669,12534725,12534901,12535006	12535396,12535544,12535832,12535914
